Current(A),Voltage(V),Temperature (C)_1,SOC
1.17886889,3.520751476,27.18554115,95.0
1.178945899,3.521059275,27.11083603,95.0
1.17886889,3.521367073,27.26024246,95.0
1.178907394,3.52198267,27.18554115,95.0
1.178830266,3.522290468,27.21611786,95.0
1.17886889,3.522290468,27.18554115,95.0
1.17886889,3.522905827,27.11083603,95.0
1.178907394,3.523213625,27.11083603,95.0
1.17886889,3.523829222,27.14141464,95.0
1.17886889,3.52413702,27.21611786,95.0
1.178907394,3.524444818,27.06670189,95.0
1.17886889,3.524752617,27.18554115,95.0
1.17886889,3.524752617,27.14141464,95.0
1.178907394,3.525368214,27.06670189,95.0
1.17886889,3.525676012,27.06670189,95.0
1.17886889,3.525676012,27.14141464,95.0
1.17886889,3.525983572,27.14141464,95.0
1.17886889,3.526599169,27.24669456,95.0
1.17886889,3.527214766,27.14141464,95.0
1.178830266,3.526906967,27.21611786,95.0
1.17886889,3.527522564,27.21611786,95.0
1.17886889,3.527830362,27.24669456,95.0
1.17886889,3.527830362,27.06670189,95.0
1.17886889,3.527830362,27.32139206,95.0
1.17886889,3.528138161,27.21611786,96.0
1.17886889,3.528753757,27.21611786,96.0
1.178907394,3.529061556,27.14141464,96.0
1.17886889,3.529369116,27.14141464,96.0
1.17886889,3.529369116,27.14141464,96.0
1.17886889,3.529676914,27.09728241,96.0
1.17886889,3.529676914,27.24669456,96.0
1.178907394,3.529676914,27.09728241,96.0
1.17886889,3.529984713,27.12786102,96.0
1.17886889,3.529984713,27.09728241,96.0
1.17886889,3.530292511,27.12786102,96.0
1.17886889,3.530600309,27.12786102,96.0
1.17886889,3.530908108,27.21959686,96.0
1.17886889,3.530908108,27.23314667,96.0
1.17886889,3.530908108,27.18902016,96.0
1.178907394,3.531215906,27.20256996,96.0
1.17886889,3.531523705,27.12786102,96.0
1.17886889,3.531523705,27.20256996,96.0
1.178907394,3.531831503,27.23314667,96.0
1.178907394,3.531831503,27.21611786,96.0
1.17886889,3.531831503,27.24669456,96.0
1.17886889,3.532139301,27.35196495,96.0
1.17886889,3.532446861,27.21611786,96.0
1.17886889,3.532446861,27.32139206,96.0
1.178907394,3.53275466,27.29081726,96.0
1.178907394,3.53275466,27.36551094,96.0
1.178830266,3.532446861,27.29081726,96.0
1.178907394,3.53275466,27.26024246,96.0
1.17886889,3.53275466,27.29081726,96.0
1.17886889,3.533062458,27.36551094,96.0
1.178907394,3.533370256,27.30436897,96.0
1.178907394,3.533370256,27.33493805,96.0
1.178907394,3.533678055,27.33493805,96.0
1.17886889,3.533678055,27.37906456,96.0
1.178907394,3.533678055,27.26024246,96.0
1.178945899,3.533985853,27.37906456,96.0
1.178907394,3.533985853,27.45375061,96.0
1.17886889,3.533985853,27.46730614,96.0
1.17886889,3.533985853,27.54198647,96.0
1.178907394,3.533985853,27.46730614,96.0
1.178907394,3.534293652,27.54198647,96.0
1.178907394,3.53460145,27.39261818,96.0
1.17886889,3.534293652,27.46730614,96.0
1.178907394,3.534293652,27.61666489,96.0
1.178830266,3.53460145,27.43673897,96.0
1.17886889,3.53460145,27.54198647,96.0
1.17886889,3.534909248,27.51142311,96.0
1.178907394,3.534909248,27.43673897,96.0
1.17886889,3.534909248,27.39261818,96.0
1.178907394,3.534909248,27.48085976,96.0
1.17886889,3.534909248,27.58610344,96.0
1.17886889,3.535217047,27.51142311,96.0
1.17886889,3.535217047,27.43673897,96.0
1.17886889,3.535217047,27.55554199,96.0
1.17886889,3.535217047,27.51142311,96.0
1.178907394,3.535832405,27.45029831,96.0
1.178907394,3.535832405,27.52498436,96.0
1.17886889,3.535832405,27.55554199,96.0
1.17886889,3.535832405,27.38917351,96.0
1.178907394,3.536140203,27.56910133,96.0
1.17886889,3.536140203,27.44686699,96.0
1.17886889,3.536140203,27.47742462,96.0
1.178830266,3.536140203,27.58266258,96.0
1.178907394,3.536448002,27.47742462,96.0
1.17886889,3.536448002,27.55210495,96.0
1.178907394,3.537063599,27.47742462,96.0
1.17886889,3.5367558,27.47742462,96.0
1.17886889,3.5367558,27.55210495,96.0
1.17886889,3.537063599,27.44686699,96.0
1.17886889,3.537063599,27.55210495,96.0
1.17886889,3.537063599,27.44686699,96.0
1.178907394,3.537371397,27.34161949,96.0
1.178907394,3.537371397,27.44686699,96.0
1.178907394,3.537679195,27.41630936,96.0
1.178907394,3.537371397,27.38574982,96.0
1.178907394,3.537679195,27.56567574,96.0
1.178907394,3.537679195,27.4909935,96.0
1.17886889,3.537986994,27.34161949,96.0
1.178907394,3.537986994,27.35519218,96.0
1.178945899,3.538294792,27.42988014,96.0
1.17886889,3.537986994,27.57924652,96.0
1.178907394,3.538294792,27.60979652,96.0
1.178945899,3.538602591,27.38574982,96.0
1.178907394,3.538602591,27.42988014,96.0
1.178907394,3.538602591,27.2804985,96.0
1.178907394,3.538910151,27.35519218,96.0
1.178907394,3.538910151,27.42988014,96.0
1.17886889,3.538910151,27.57924652,96.0
1.178945899,3.539525747,27.54869461,96.0
1.17886889,3.539217949,27.50456429,96.0
1.17886889,3.539525747,27.42988014,96.0
1.17886889,3.539217949,27.47401047,96.0
1.178907394,3.539833546,27.42988014,96.0
1.17886889,3.539525747,27.50456429,96.0
1.178907394,3.539833546,27.42988014,96.0
1.178907394,3.539833546,27.42988014,96.0
1.178907394,3.540141344,27.47401047,96.0
1.17886889,3.540141344,27.54869461,96.0
1.178907394,3.540141344,27.39932442,96.0
1.178945899,3.541064739,27.39932442,96.0
1.178907394,3.540756941,27.47401047,96.0
1.178907394,3.540756941,27.47401047,96.0
1.178907394,3.541064739,27.57924652,96.0
1.178907394,3.541064739,27.47401047,96.0
1.178907394,3.541372538,27.59281921,96.0
1.17886889,3.541372538,27.47401047,96.0
1.178907394,3.541680336,27.65391922,96.0
1.178907394,3.541680336,27.62336922,96.0
1.17886889,3.541680336,27.62336922,96.0
1.17886889,3.541680336,27.69804001,96.0
1.178907394,3.541988134,27.7285881,96.0
1.17886889,3.541988134,27.62336922,96.0
1.178907394,3.542603493,27.54869461,96.0
1.178907394,3.542603493,27.66749191,96.0
1.17886889,3.542295694,27.66749191,96.0
1.178907394,3.542911291,27.77270699,96.0
1.17886889,3.542603493,27.62336922,96.0
1.178907394,3.542911291,27.69804001,96.0
1.17886889,3.54321909,27.62336922,96.0
1.178945899,3.543526888,27.69804001,96.0
1.178907394,3.543526888,27.54869461,96.0
1.178907394,3.543834686,27.54869461,96.0
1.178907394,3.543834686,27.54869461,96.0
1.178907394,3.544142485,27.62336922,97.0
1.178907394,3.544142485,27.7285881,97.0
1.17886889,3.544450283,27.7285881,97.0
1.178907394,3.544450283,27.62336922,97.0
1.178907394,3.544450283,27.62336922,97.0
1.178907394,3.544758081,27.62336922,97.0
1.178907394,3.54506588,27.57924652,97.0
1.178907394,3.54506588,27.57924652,97.0
1.17886889,3.54506588,27.65391922,97.0
1.17886889,3.54506588,27.62336922,97.0
1.17886889,3.54537344,27.54869461,97.0
1.17886889,3.545681238,27.62336922,97.0
1.178907394,3.545989037,27.47401047,97.0
1.17886889,3.546296835,27.62336922,97.0
1.17886889,3.546296835,27.69804001,97.0
1.178907394,3.546604633,27.62336922,97.0
1.17886889,3.546604633,27.77270699,97.0
1.178907394,3.546912432,27.69804001,97.0
1.178907394,3.546912432,27.77270699,97.0
1.17886889,3.546912432,27.69804001,97.0
1.178907394,3.547528028,27.69804001,97.0
1.178945899,3.547528028,27.69804001,97.0
1.178907394,3.547835827,27.69804001,97.0
1.178907394,3.547835827,27.84736824,97.0
1.17886889,3.547835827,27.69804001,97.0
1.178907394,3.548451424,27.84736824,97.0
1.17886889,3.548451424,27.69804001,97.0
1.17886889,3.548451424,27.84736824,97.0
1.17886889,3.548758984,27.77270699,97.0
1.178907394,3.549066782,27.84736824,97.0
1.178907394,3.549066782,27.84736824,97.0
1.178907394,3.54937458,27.59281921,97.0
1.178907394,3.54937458,27.81682396,97.0
1.178907394,3.549682379,27.89147949,97.0
1.178907394,3.549990177,27.86093712,97.0
1.178907394,3.550297976,27.86093712,97.0
1.17886889,3.550297976,27.7421608,97.0
1.178907394,3.550297976,27.89147949,97.0
1.178907394,3.550913572,27.81682396,97.0
1.178907394,3.551221371,27.81682396,97.0
1.178907394,3.551221371,27.81682396,97.0
1.17886889,3.551221371,27.78627777,97.0
1.178907394,3.551529169,27.78627777,97.0
1.17886889,3.551529169,27.86093712,97.0
1.178907394,3.551836729,27.92202187,97.0
1.178907394,3.552144527,27.81682396,97.0
1.178907394,3.552452326,27.78627777,97.0
1.17886889,3.552452326,27.93559074,97.0
1.17886889,3.552760124,27.78627777,97.0
1.178945899,3.553067923,27.78627777,97.0
1.178907394,3.553375721,27.93559074,97.0
1.178907394,3.553375721,27.90505219,97.0
1.17886889,3.553375721,27.86093712,97.0
1.17886889,3.553683519,27.83039665,97.0
1.178907394,3.553991318,27.87451172,97.0
1.178945899,3.554299116,27.90505219,97.0
1.178907394,3.554299116,27.90505219,97.0
1.178907394,3.554606915,27.90505219,97.0
1.178907394,3.554606915,27.87451172,97.0
1.178907394,3.554606915,27.87451172,97.0
1.178907394,3.554914713,27.97970581,97.0
1.178907394,3.555222273,27.94916725,97.0
1.17886889,3.555530071,27.94916725,97.0
1.17886889,3.555530071,27.87451172,97.0
1.178907394,3.55583787,27.87451172,97.0
1.17886889,3.55583787,27.91863251,97.0
1.178907394,3.556453466,28.02381516,97.0
1.178907394,3.556453466,27.91863251,97.0
1.178907394,3.556761265,27.94916725,97.0
1.178907394,3.557069063,27.88809586,97.0
1.178907394,3.557069063,27.79985428,97.0
1.178907394,3.557376862,27.99328232,97.0
1.17886889,3.557069063,27.88809586,97.0
1.178907394,3.55768466,27.91863251,97.0
1.17886889,3.557992458,27.91863251,97.0
1.178907394,3.558300018,27.87113953,97.0
1.178907394,3.558607817,28.03739357,97.0
1.17886889,3.558607817,27.87113953,97.0
1.178907394,3.559223413,27.97632599,97.0
1.178907394,3.559223413,27.93221283,97.0
1.178907394,3.559223413,28.03739357,97.0
1.17886889,3.559531212,27.88809586,97.0
1.178907394,3.55983901,27.73540688,97.0
1.178907394,3.560146809,27.93221283,98.0
1.178907394,3.560454607,27.93221283,98.0
1.178907394,3.560454607,28.00686073,98.0
1.178907394,3.560762405,27.84060478,98.0
1.17886889,3.560762405,27.94579124,98.0
1.178907394,3.561378002,28.05097198,98.0
1.17886889,3.561378002,27.81006813,98.0
1.178907394,3.561685562,27.73540688,98.0
1.178907394,3.561685562,27.81006813,98.0
1.178907394,3.562301159,27.77953148,98.0
1.178907394,3.562301159,27.84060478,98.0
1.178945899,3.562608957,27.95937729,98.0
1.178945899,3.562916756,27.85419083,98.0
1.178907394,3.562916756,27.74899673,98.0
1.178907394,3.563224554,27.77953148,98.0
1.17886889,3.563532352,27.85419083,98.0
1.178907394,3.563840151,27.92884445,98.0
1.178907394,3.564147949,27.92884445,98.0
1.17886889,3.564147949,27.88472557,98.0
1.178907394,3.564455748,27.81006813,98.0
1.178907394,3.564455748,27.95937729,98.0
1.178907394,3.564763308,27.85419083,98.0
1.178907394,3.565071106,27.81006813,98.0
1.178907394,3.565071106,27.82365799,98.0
1.178907394,3.565378904,27.82365799,98.0
1.178907394,3.565686703,27.85419083,98.0
1.17886889,3.565994501,27.81006813,98.0
1.178907394,3.566302299,27.85419083,98.0
1.178907394,3.566610098,27.81006813,98.0
1.178907394,3.566917896,27.77953148,98.0
1.17886889,3.566917896,27.88472557,98.0
1.17886889,3.566917896,27.79648018,98.0
1.178907394,3.567533493,27.94579124,98.0
1.178907394,3.567533493,27.74899673,98.0
1.178907394,3.568148851,27.94579124,98.0
1.178907394,3.56845665,27.91525841,98.0
1.178945899,3.568764448,27.79648018,98.0
1.178907394,3.568764448,27.97632599,98.0
1.178907394,3.569072247,27.84060478,98.0
1.178945899,3.569380045,27.97632599,98.0
1.178907394,3.569687843,27.90167618,98.0
1.178907394,3.569995642,27.90167618,98.0
1.178907394,3.569995642,27.93221283,98.0
1.178945899,3.570611238,27.91525841,98.0
1.178907394,3.570611238,27.93221283,98.0
1.17886889,3.570611238,27.91863251,98.0
1.178907394,3.570919037,27.99328232,98.0
1.17886889,3.570919037,27.81343651,98.0
1.178907394,3.571534395,27.87451172,98.0
1.17886889,3.571842194,27.87451172,98.0
1.178907394,3.571842194,27.94916725,98.0
1.178907394,3.572765589,27.87451172,98.0
1.17886889,3.57245779,27.79985428,98.0
1.17886889,3.572765589,27.87451172,98.0
1.17886889,3.573073387,27.79985428,98.0
1.17886889,3.573381186,27.90505219,98.0
1.17886889,3.573688984,27.87451172,98.0
1.178945899,3.573996782,27.83039665,98.0
1.178907394,3.574304581,27.83039665,98.0
1.178907394,3.574304581,27.96613121,98.0
1.178907394,3.574612141,27.83039665,98.0
1.17886889,3.574919939,27.89147949,98.0
1.17886889,3.574919939,27.89147949,98.0
1.178907394,3.575535536,27.89147949,98.0
1.178907394,3.575535536,27.78627777,98.0
1.17886889,3.575843334,27.78627777,98.0
1.178907394,3.576151133,27.71161461,99.0
1.178907394,3.576458931,27.92202187,99.0
1.178907394,3.576766729,27.77270699,99.0
1.17886889,3.577074528,27.87791061,99.0
1.17886889,3.577074528,27.92202187,99.0
1.17886889,3.577382326,27.77270699,99.0
1.178907394,3.577997684,27.92202187,99.0
1.17886889,3.577997684,27.92202187,99.0
1.17886889,3.578305483,27.77270699,99.0
1.17886889,3.578613281,27.80325317,99.0
1.178907394,3.57892108,27.62336922,99.0
1.17886889,3.579228878,27.7285881,99.0
1.17886889,3.579228878,27.84736824,99.0
1.178907394,3.579536676,27.77270699,99.0
1.17886889,3.580152273,27.80325317,99.0
1.178907394,3.580460072,27.7285881,99.0
1.178907394,3.580460072,27.69804001,99.0
1.178907394,3.58076787,27.77270699,99.0
1.17886889,3.581383228,27.77270699,99.0
1.178907394,3.581383228,27.7285881,99.0
1.17886889,3.581691027,27.65391922,99.0
1.178907394,3.581998825,27.80325317,99.0
1.17886889,3.582306623,27.80325317,99.0
1.178907394,3.582614422,27.77270699,99.0
1.178907394,3.58292222,27.80325317,99.0
1.178907394,3.583230019,27.75913429,99.0
1.17886889,3.583537817,27.60979652,99.0
1.17886889,3.584153175,27.83379745,99.0
1.17886889,3.584460974,27.78968239,99.0
1.178907394,3.584153175,27.75913429,99.0
1.17886889,3.584460974,27.56567574,99.0
1.178907394,3.585076571,27.65391922,99.0
1.178830266,3.585384369,27.71501923,99.0
1.178907394,3.585999966,27.71501923,99.0
1.17886889,3.586307764,27.78968239,99.0
1.178830266,3.586615562,27.71501923,99.0
1.178907394,3.586923361,27.70145416,99.0
1.17886889,3.587231159,27.67090225,99.0
1.17886889,3.587538719,27.74556923,99.0
1.17886889,3.588154316,27.67090225,99.0
1.178907394,3.588462114,27.67090225,99.0
1.17886889,3.588769913,27.6573391,99.0
1.17886889,3.589077711,27.68789291,99.0
1.17886889,3.589385509,27.61322021,99.0
1.178907394,3.590001106,27.67090225,99.0
1.17886889,3.590308905,27.73200607,99.0
1.17886889,3.590616465,27.61322021,99.0
1.178907394,3.591232061,27.52154922,99.0
1.17886889,3.59153986,27.44686699,99.0
1.178907394,3.592155457,27.62678337,100.0
1.17886889,3.592463255,27.62678337,100.0
1.17886889,3.593078852,27.52154922,100.0
1.17886889,3.593078852,27.67433357,100.0
1.17886889,3.594002008,27.52154922,100.0
1.178830266,3.594309807,27.68789291,100.0
1.17886889,3.594925404,27.64377594,100.0
1.178830266,3.595541,27.56910133,100.0
1.178907394,3.596156597,27.70145416,100.0
1.17886889,3.596464396,27.58266258,100.0
1.178907394,3.597387552,27.64377594,100.0
1.17886889,3.597695351,27.55210495,100.0
1.178907394,3.598310947,27.59622765,100.0
1.178907394,3.598926544,27.62678337,100.0
1.17886889,3.599234343,27.52154922,100.0
1.178907394,3.600157738,27.52154922,100.0
1.173571348,3.600465298,27.70145416,100.0
1.169251204,3.600157738,27.59622765,100.0
1.164743185,3.600157738,27.4909935,100.0
1.160798788,3.600157738,27.60979652,100.0
1.156666517,3.600157738,27.65391922,100.0
1.152534246,3.600465298,27.5351181,100.0
1.148214102,3.600157738,27.62336922,100.0
1.143706203,3.600157738,27.62336922,100.0
1.139386058,3.600157738,27.47401047,100.0
1.135065913,3.600465298,27.62336922,100.0
1.13037014,3.600157738,27.69804001,100.0
1.125862241,3.599849939,27.66749191,100.0
1.121166468,3.600465298,27.62336922,100.0
1.116094947,3.600157738,27.69804001,100.0
1.111023545,3.600157738,27.69804001,100.0
1.10576427,3.600157738,27.65391922,100.0
1.100504994,3.600157738,27.57924652,100.0
1.095057964,3.600157738,27.62336922,100.0
1.089422941,3.600157738,27.54869461,100.0
1.083788037,3.600157738,27.69804001,100.0
1.077777505,3.600157738,27.69804001,100.0
1.071766853,3.600465298,27.54869461,100.0
1.065568447,3.600157738,27.59281921,100.0
1.059182167,3.600157738,27.62336922,100.0
1.052608132,3.600157738,27.54869461,100.0
1.045846224,3.600157738,27.47401047,100.0
1.038896441,3.600157738,27.47401047,100.0
1.031571031,3.600157738,27.69804001,100.0
1.024433374,3.600465298,27.77270699,100.0
1.016732335,3.600157738,27.69804001,100.0
1.009031296,3.600157738,27.69804001,100.0
1.001330256,3.600157738,27.62336922,100.0
0.993253469,3.600465298,27.54869461,100.0
0.985176742,3.600157738,27.47401047,100.0
0.976912141,3.600465298,27.54869461,100.0
0.968084097,3.600465298,27.69804001,100.0
0.959256053,3.600465298,27.65391922,100.0
0.950240135,3.600157738,27.54869461,100.0
0.940848589,3.600157738,27.54869461,100.0
0.931832731,3.600157738,27.69804001,100.0
0.922441125,3.600157738,27.47401047,100.0
0.91267395,3.600157738,27.39932442,100.0
0.90309453,3.600157738,27.62336922,100.0
0.893139482,3.600157738,27.47401047,100.0
0.882996619,3.600465298,27.54869461,100.0
0.872665942,3.600157738,27.47401047,100.0
0.862523019,3.600465298,27.69804001,100.0
0.852192342,3.600157738,27.32463264,100.0
0.841298103,3.600157738,27.62336922,100.0
0.830591738,3.600157738,27.54869461,100.0
0.820073247,3.600157738,27.66749191,100.0
0.809366822,3.600157738,27.62336922,100.0
0.798284829,3.600157738,27.51814079,100.0
0.78739059,3.600157738,27.69804001,100.0
0.77649641,3.600157738,27.51814079,100.0
0.765226543,3.600157738,27.54869461,100.0
0.754332364,3.600157738,27.51814079,100.0
0.743062496,3.600157738,27.54869461,100.0
0.731980443,3.600465298,27.59281921,100.0
0.72089839,3.600157738,27.62336922,100.0
0.71000421,3.600157738,27.54869461,100.0
0.699110031,3.600157738,27.77270699,100.0
0.688403666,3.600465298,27.47401047,100.0
0.677321613,3.600157738,27.66749191,100.0
0.666990876,3.600157738,27.48758698,100.0
0.656096697,3.600465298,27.63694191,100.0
0.645578146,3.600157738,27.5317173,100.0
0.635059595,3.600465298,27.66749191,100.0
0.624541044,3.600157738,27.63694191,100.0
0.614586055,3.600157738,27.7421608,100.0
0.604255319,3.600157738,27.68106651,100.0
0.59430027,3.600157738,27.57584572,100.0
0.584157407,3.600157738,27.65052223,100.0
0.574390173,3.600157738,27.65052223,100.0
0.564810812,3.600157738,27.65052223,100.0
0.555231392,3.600157738,27.57584572,100.0
0.54602766,3.600465298,27.65052223,100.0
0.536823988,3.600157738,27.42648315,100.0
0.52780807,3.600465298,27.57584572,100.0
0.518980026,3.600157738,27.57584572,100.0
0.509964108,3.600157738,27.65052223,100.0
0.501511693,3.600157738,27.57584572,100.0
0.492871493,3.600157738,27.65052223,100.0
0.484794766,3.600465298,27.54529953,100.0
0.476530194,3.600157738,27.61997795,100.0
0.468641281,3.600157738,27.65052223,100.0
0.460940212,3.600465298,27.58943367,100.0
0.453239143,3.600465298,27.70823288,100.0
0.445538074,3.599849939,27.63356209,100.0
0.438588321,3.600465298,27.69464874,100.0
0.43126291,3.600157738,27.66410637,100.0
0.424125314,3.600157738,27.52834129,100.0
0.417175561,3.600157738,27.54192924,100.0
0.410413653,3.600157738,27.54192924,100.0
0.403651744,3.600157738,27.61660576,100.0
0.397265464,3.600465298,27.60301781,100.0
0.390879214,3.600157738,27.54192924,100.0
0.384680808,3.600465298,27.43670082,100.0
0.378482372,3.600465298,27.58606339,100.0
0.372659594,3.600157738,27.64714622,100.0
0.366649002,3.600157738,27.57247353,100.0
